match_id,market_type,outcome,team_code,ticker,last_price,volume,kickoff
WC26-IRI-NZL-2026-06-15,match_1x2,away,NZL,KXWCGAME-26JUN15IRINZL-NZL,0.3800,0,2026-06-15
WC26-IRI-NZL-2026-06-15,match_1x2,home,IRI,KXWCGAME-26JUN15IRINZL-IRI,0.5600,0,2026-06-15
WC26-BEL-EGY-2026-06-15,match_1x2,draw,TIE,KXWCGAME-26JUN15BELEGY-TIE,0.2400,0,2026-06-15
WC26-BEL-EGY-2026-06-15,match_1x2,away,EGY,KXWCGAME-26JUN15BELEGY-EGY,0.2400,0,2026-06-15
WC26-BEL-EGY-2026-06-15,match_1x2,home,BEL,KXWCGAME-26JUN15BELEGY-BEL,0.7700,0,2026-06-15
WC26-KSA-URU-2026-06-15,match_1x2,away,URU,KXWCGAME-26JUN15KSAURU-URU,0.6700,0,2026-06-15
WC26-KSA-URU-2026-06-15,match_1x2,draw,TIE,KXWCGAME-26JUN15KSAURU-TIE,0.2300,0,2026-06-15
WC26-KSA-URU-2026-06-15,match_1x2,home,KSA,KXWCGAME-26JUN15KSAURU-KSA,0.1200,0,2026-06-15
WC26-CIV-ECU-2026-06-14,match_1x2,draw,TIE,KXWCGAME-26JUN14CIVECU-TIE,0.3400,0,2026-06-14
WC26-CIV-ECU-2026-06-14,match_1x2,away,ECU,KXWCGAME-26JUN14CIVECU-ECU,0.4500,0,2026-06-14
WC26-CIV-ECU-2026-06-14,match_1x2,home,CIV,KXWCGAME-26JUN14CIVECU-CIV,0.2700,0,2026-06-14
WC26-ESP-CPV-2026-06-15,match_1x2,draw,TIE,KXWCGAME-26JUN15ESPCPV-TIE,0.0900,0,2026-06-15
WC26-ESP-CPV-2026-06-15,match_1x2,home,ESP,KXWCGAME-26JUN15ESPCPV-ESP,0.9300,0,2026-06-15
WC26-ESP-CPV-2026-06-15,match_1x2,away,CPV,KXWCGAME-26JUN15ESPCPV-CPV,0.0600,0,2026-06-15
WC26-GER-CUW-2026-06-14,match_1x2,draw,TIE,KXWCGAME-26JUN14GERCUW-TIE,0.0600,0,2026-06-14
WC26-GER-CUW-2026-06-14,match_1x2,home,GER,KXWCGAME-26JUN14GERCUW-GER,0.9600,0,2026-06-14
WC26-GER-CUW-2026-06-14,match_1x2,away,CUW,KXWCGAME-26JUN14GERCUW-CUW,0.0300,0,2026-06-14
WC26-NED-JPN-2026-06-14,match_1x2,draw,TIE,KXWCGAME-26JUN14NEDJPN-TIE,0.2600,0,2026-06-14
WC26-NED-JPN-2026-06-14,match_1x2,home,NED,KXWCGAME-26JUN14NEDJPN-NED,0.4900,0,2026-06-14
WC26-NED-JPN-2026-06-14,match_1x2,away,JPN,KXWCGAME-26JUN14NEDJPN-JPN,0.3200,0,2026-06-14
WC26-HTI-SCO-2026-06-13,match_1x2,draw,TIE,KXWCGAME-26JUN13HTISCO-TIE,0.1800,0,2026-06-13
WC26-HTI-SCO-2026-06-13,match_1x2,away,SCO,KXWCGAME-26JUN13HTISCO-SCO,0.6800,0,2026-06-13
WC26-HTI-SCO-2026-06-13,match_1x2,home,HTI,KXWCGAME-26JUN13HTISCO-HTI,0.1600,0,2026-06-13
WC26-QAT-SUI-2026-06-13,match_1x2,draw,TIE,KXWCGAME-26JUN13QATSUI-TIE,0.1800,0,2026-06-13
WC26-QAT-SUI-2026-06-13,match_1x2,away,SUI,KXWCGAME-26JUN13QATSUI-SUI,0.7500,0,2026-06-13
WC26-QAT-SUI-2026-06-13,match_1x2,home,QAT,KXWCGAME-26JUN13QATSUI-QAT,0.1000,0,2026-06-13
WC26-BRA-MAR-2026-06-13,match_1x2,draw,TIE,KXWCGAME-26JUN13BRAMAR-TIE,0.2300,0,2026-06-13
WC26-BRA-MAR-2026-06-13,match_1x2,away,MAR,KXWCGAME-26JUN13BRAMAR-MAR,0.1300,0,2026-06-13
WC26-BRA-MAR-2026-06-13,match_1x2,home,BRA,KXWCGAME-26JUN13BRAMAR-BRA,0.6200,0,2026-06-13
WC26-USA-PAR-2026-06-12,match_1x2,home,USA,KXWCGAME-26JUN12USAPAR-USA,0.4900,0,2026-06-12
WC26-USA-PAR-2026-06-12,match_1x2,draw,TIE,KXWCGAME-26JUN12USAPAR-TIE,0.2400,0,2026-06-12
